RedFighter,BlueFighter,RedDecimalOdds,BlueDecimalOdds,RedImpliedProb,BlueImpliedProb,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,EmptyArena
Joselyne Edwards,Tamires Vidal,1.3875968992248062,3.1,0.690792883054068,0.30920711694593195,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,2.91,0.53,0.7,0.0,0.0,1,2,7,0,1,Orthodox,167.64,172.72,135,2,0,0,4.48,0.52,0.6,1.23,0.39,3,4,24,0,4,Orthodox,172.72,177.8,135,29,26,
Jessica Penne,Elise Reed,2.9,1.434782608695652,0.33099297893681046,0.6690070210631895,2024-10-19,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,3,Orthodox,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,6,Orthodox,165.1,170.18,115,41,31,
Melissa Martinez,Alice Ardelean,1.6451612903225805,2.3,0.5829926410466066,0.4170073589533933,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,Orthodox,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,Southpaw,157.48,167.64,115,27,32,
Austen Lane,Robelis Despaigne,4.3,1.2352941176470589,0.22316684378320936,0.7768331562167907,2024-10-19,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,2.11,0.59,0.0,0.0,0.0,1,1,4,0,1,Orthodox,200.66,213.36,265,2,0,0,2.47,0.5,0.0,2.03,0.3,1,3,6,0,1,Orthodox,198.12,203.2,245,36,36,
Grant Dawson,Rafa Garcia,1.263157894736842,4.0,0.7600000000000001,0.24000000000000005,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,2,0,3.97,0.42,0.3,3.38,0.44,2,3,20,0,4,Orthodox,170.18,177.8,155,0,1,1,3.15,0.52,1.2,3.65,0.38,6,1,31,0,10,Switch,177.8,182.88,155,30,30,
Daniel Rodriguez,Alex Morono,1.4081632653061225,3.0,0.6805555555555556,0.3194444444444444,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,4.96,0.4,0.3,0.34,0.25,4,7,53,0,13,Orthodox,180.34,182.88,170,3,0,0,7.5,0.49,0.1,0.59,0.54,4,4,29,0,8,Southpaw,185.42,187.96,170,37,34,
CJ Vergara,Ramazan Temirov,3.4,1.3355704697986577,0.2820294784580499,0.7179705215419501,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,Orthodox,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,4,Orthodox,167.64,172.72,125,33,27,
Jonathan Pearce,Pat Sabatini,1.5555555555555556,2.5,0.6164383561643836,0.3835616438356164,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,1,0,0,1.94,0.59,2.0,3.97,0.44,4,2,14,0,5,Orthodox,172.72,177.8,145,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,6,Switch,182.88,180.34,145,32,33,
Themba Gorimbo,Niko Price,1.3448275862068966,3.35,0.7135512302607419,0.28644876973925815,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,1,0,5.21,0.42,0.7,1.04,0.29,2,7,34,0,8,Orthodox,182.88,193.04,170,0,3,0,3.11,0.61,0.6,4.89,0.65,3,1,9,0,3,Orthodox,185.42,195.58,170,33,35,
Junior Tafa,Sean Sharaf,1.4201680672268908,2.95,0.6750312469954812,0.3249687530045188,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,0,0,7.31,0.44,0.0,2.07,0.12,0,0,0,0,0,Orthodox,190.5,195.58,252,2,0,0,3.36,0.49,0.0,0.0,0.0,1,3,7,0,1,Orthodox,190.5,190.5,240,28,31,
Julia Polastri,Cory McKenna,1.925925925925926,1.8928571428571428,0.4956702459300312,0.5043297540699688,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,2.94,0.38,0.4,2.0,0.47,2,2,15,0,4,Orthodox,160.02,147.32,115,1,0,0,5.57,0.54,0.6,1.11,0.8,1,2,8,0,1,Orthodox,157.48,160.02,115,26,25,
Dan Argueta,Cody Haddon,2.24,1.6756756756756757,0.42794036443953615,0.5720596355604638,2024-10-12,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,9.2,0.51,0.8,2.48,0.37,1,0,1,0,1,Orthodox,170.18,175.26,135,1,0,0,2.48,0.43,1.4,4.36,0.35,1,2,12,0,1,Southpaw,170.18,172.72,135,31,26,
Clayton Carpenter,Lucas Rocha,1.4081632653061225,3.0,0.6805555555555556,0.3194444444444444,2024-10-12,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,0,1,0,2.0,0.44,0.0,0.0,0.0,1,0,2,0,1,Orthodox,160.02,162.56,125,0,2,0,4.56,0.53,2.4,2.95,0.55,2,0,4,0,2,Orthodox,167.64,167.64,125,28,24,
Alex Pereira,Khalil Rountree Jr.,1.2352941176470589,4.3,0.7768331562167907,0.22316684378320936,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,True,Light Heavyweight,MALE,5,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,9,Southpaw,185.42,193.04,205,0,4,0,5.46,0.63,0.3,0.14,1.0,4,1,21,5,8,Orthodox,193.04,200.66,205,37,34,
Raquel Pennington,Julianna Pena,1.6451612903225805,2.3,0.5829926410466066,0.4170073589533933,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,True,Women's Bantamweight,FEMALE,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,7,Orthodox,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,13,Orthodox,170.18,170.18,135,36,35,
Jose Aldo,Mario Bautista,2.02,1.819672131147541,0.4739134147382802,0.5260865852617197,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Bantamweight,MALE,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,8,Switch,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,22,Orthodox,170.18,177.8,135,38,31,
Roman Dolidze,Kevin Holland,2.24,1.6756756756756757,0.42794036443953615,0.5720596355604638,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,False,Middleweight,MALE,3,0,1,0,4.24,0.49,0.6,0.83,0.38,5,8,57,0,14,Orthodox,190.5,205.74,185,0,1,0,3.16,0.42,1.1,1.33,0.42,4,3,25,0,7,Orthodox,187.96,193.04,185,36,31,
Ketlen Vieira,Kayla Harrison,8.0,1.0909090909090908,0.12000000000000002,0.8800000000000001,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,4.87,0.64,0.7,2.75,0.3,1,0,2,0,1,Southpaw,172.72,167.64,135,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,8,Orthodox,172.72,172.72,135,33,34,
Stephen Thompson,Joaquin Buckley,2.85,1.4444444444444444,0.33635187580853815,0.6636481241914618,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Welterweight,MALE,3,0,4,0,4.13,0.36,0.0,1.96,0.46,4,4,31,0,9,Southpaw,177.8,193.04,170,1,0,1,4.11,0.46,0.0,0.25,0.41,7,7,60,2,12,Orthodox,182.88,190.5,170,41,30,
Marina Rodriguez,Iasmin Lucindo,2.54,1.5405405405405406,0.3775334481388264,0.6224665518611737,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,3,0,3.52,0.45,0.2,2.4,0.57,3,1,11,0,3,Orthodox,160.02,167.64,115,1,0,2,4.64,0.46,0.2,0.28,0.5,4,4,42,0,8,Orthodox,167.64,165.1,115,37,22,
Austin Hubbard,Alexander Hernandez,1.8928571428571428,1.925925925925926,0.5043297540699688,0.4956702459300312,2024-10-05,"Salt Lake City, Utah, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,4.43,0.41,0.1,0.95,0.29,2,7,29,0,6,Orthodox,175.26,182.88,155,0,1,0,4.12,0.43,0.0,1.54,0.34,1,5,23,0,4,Orthodox,177.8,180.34,155,32,32,
Cesar Almeida,Ihor Potieria,1.2,4.8,0.7999999999999999,0.19999999999999998,2024-10-05,"Salt Lake City, Utah, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,4.57,0.5,0.0,0.77,0.18,1,4,11,0,3,Southpaw,190.5,190.5,185,1,0,0,4.12,0.57,0.3,0.0,0.0,2,1,8,0,2,Orthodox,185.42,187.96,185,36,28,
Renato Moicano,Benoit Saint Denis,3.1,1.3875968992248062,0.30920711694593195,0.690792883054068,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,5,1,0,0,5.17,0.53,1.2,3.97,0.37,5,2,13,0,5,Southpaw,180.34,185.42,155,0,3,0,4.42,0.49,0.6,1.87,0.44,3,5,35,0,11,Orthodox,180.34,182.88,155,35,28,
Nassourdine Imavov,Brendan Allen,1.4444444444444444,2.85,0.6636481241914618,0.33635187580853815,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Middleweight,MALE,3,0,7,0,3.79,0.53,1.3,1.67,0.39,7,2,33,0,13,Orthodox,187.96,190.5,185,0,2,0,4.51,0.55,1.2,0.88,0.36,3,2,29,0,6,Orthodox,190.5,190.5,185,29,28,
William Gomis,Joanderson Brito,3.45,1.3278688524590163,0.27792074112197634,0.7220792588780237,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Featherweight,MALE,3,0,5,0,3.02,0.5,0.9,3.08,0.68,5,1,13,0,6,Orthodox,172.72,182.88,145,0,3,0,2.69,0.5,0.5,0.78,0.37,3,0,9,0,3,Southpaw,182.88,185.42,145,27,29,
Kevin Jousset,Bryan Battle,2.6,1.5208333333333335,0.3690596562184025,0.6309403437815976,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Welterweight,MALE,3,0,2,0,5.44,0.53,0.5,0.96,0.23,3,1,14,0,5,Orthodox,185.42,195.58,170,0,2,0,7.73,0.56,0.5,1.05,0.4,2,0,4,0,2,Orthodox,187.96,190.5,170,31,30,
Morgan Charriere,Gabriel Miranda,1.1923076923076923,4.9,0.8042929292929294,0.19570707070707072,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Featherweight,MALE,3,0,1,0,2.82,0.4,1.3,3.85,0.33,1,1,3,0,1,Orthodox,180.34,180.34,145,1,0,0,3.87,0.51,0.6,2.47,0.57,1,1,4,0,1,Orthodox,172.72,175.26,145,28,34,
Fares Ziam,Matt Frevola,1.8,2.05,0.5324675324675325,0.4675324675324675,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,1,0,1,3.37,0.4,1.0,2.39,0.39,3,4,20,0,6,Orthodox,175.26,180.34,155,0,3,0,2.92,0.5,0.3,1.28,0.36,3,2,19,0,5,Orthodox,185.42,190.5,155,27,34,
Ion Cutelaba,Ivan Erslan,1.9803921568627452,1.847457627118644,0.4826358742837298,0.5173641257162701,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,0,0,0,2.6,0.56,0.0,1.0,0.5,0,0,0,0,0,Orthodox,187.96,182.88,205,1,0,1,4.29,0.43,0.0,4.04,0.52,2,9,30,0,6,Southpaw,185.42,190.5,205,30,32,
Oumar Sy,Da Woon Jung,1.16,5.55,0.827123695976155,0.17287630402384502,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Light Heavyweight,MALE,3,3,0,1,3.24,0.4,0.2,1.59,0.47,2,3,18,0,4,Orthodox,193.04,198.12,205,0,1,0,4.81,0.59,0.8,3.21,0.4,1,0,1,0,1,Orthodox,193.04,210.82,205,28,30,
Ludovit Klein,Roosevelt Roberts,1.1052631578947367,7.25,0.8677165354330709,0.13228346456692913,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Lightweight,MALE,3,3,0,0,2.84,0.43,0.7,1.18,0.26,3,4,20,0,5,Orthodox,187.96,185.42,155,0,5,1,3.81,0.54,0.0,1.7,0.51,3,2,23,0,6,Southpaw,170.18,182.88,155,29,30,
Taylor Lapilus,Vince Morales,1.2777777777777777,3.85,0.7508125677139762,0.2491874322860238,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Bantamweight,MALE,3,2,0,0,3.98,0.36,0.0,0.36,0.3,2,6,23,0,3,Orthodox,170.18,177.8,135,0,1,0,4.59,0.48,0.3,0.27,0.33,2,2,20,0,5,Southpaw,167.64,185.42,135,32,33,
Ailin Perez,Daria Zhelezniakova,1.4081632653061225,3.0,0.6805555555555556,0.3194444444444444,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Women's Bantamweight,FEMALE,3,0,1,0,3.29,0.38,0.0,0.8,1.0,1,0,3,0,1,Orthodox,175.26,172.72,135,0,3,0,2.84,0.58,0.3,5.36,0.51,3,1,11,0,3,Switch,165.1,167.64,135,29,28,
Daniel Barez,Victor Altamirano,2.05,1.8,0.4675324675324675,0.5324675324675325,2024-09-28,"Paris, Ile-de-France, France",France,Red,False,Flyweight,MALE,3,2,0,0,4.58,0.53,0.0,2.88,0.38,2,3,16,0,3,Switch,172.72,177.8,125,2,0,0,4.1,0.52,0.9,2.24,0.31,0,2,4,0,0,Orthodox,167.64,167.64,125,35,33,
Nora Cornolle,Jacqueline Cavalcanti,2.7,1.4878048780487805,0.35527082119976705,0.644729178800233,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Women's Bantamweight,FEMALE,3,0,2,0,6.02,0.49,0.0,0.0,0.0,2,0,6,0,2,Orthodox,172.72,177.8,135,0,2,0,3.41,0.53,0.0,0.39,0.11,2,0,5,0,2,Orthodox,170.18,170.18,135,34,27,
Bolaji Oki,Chris Duncan,1.6451612903225805,2.3,0.5829926410466066,0.4170073589533933,2024-09-28,"Paris, Ile-de-France, France",France,Blue,False,Lightweight,MALE,3,1,0,0,4.7,0.46,0.3,3.53,0.37,3,2,10,0,3,Orthodox,177.8,180.34,155,0,2,0,5.63,0.45,0.0,2.11,0.75,2,0,4,0,2,Orthodox,177.8,185.42,155,28,31,
Sean O'Malley,Merab Dvalishvili,2.0,1.8333333333333335,0.4782608695652174,0.5217391304347826,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,True,Bantamweight,MALE,5,0,10,0,4.35,0.42,0.3,6.09,0.36,10,2,37,0,10,Orthodox,167.64,172.72,135,0,6,0,6.7,0.61,0.3,0.29,0.42,6,1,29,2,11,Switch,180.34,182.88,135,29,33,
Alexa Grasso,Valentina Shevchenko,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,True,Women's Flyweight,FEMALE,5,1,0,1,3.16,0.52,0.3,2.74,0.64,9,3,60,11,12,Southpaw,165.1,167.64,125,0,5,1,4.19,0.41,0.7,0.44,0.4,5,3,37,2,8,Orthodox,165.1,167.64,125,31,36,
Brian Ortega,Diego Lopes,2.7,1.4878048780487805,0.35527082119976705,0.644729178800233,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,4,0,4.2,0.53,2.8,0.5,0.4,4,2,12,0,4,Orthodox,180.34,182.88,145,0,1,0,4.08,0.37,1.1,1.07,0.26,6,3,34,2,8,Switch,172.72,175.26,145,33,29,
Daniel Zellhuber,Esteban Ribovics,1.5050505050505052,2.6399999999999997,0.6369041816941223,0.3630958183058778,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,7.53,0.48,0.3,0.64,0.66,2,1,8,0,3,Orthodox,177.8,175.26,155,0,3,0,6.26,0.4,0.2,0.18,0.25,3,1,14,0,4,Switch,185.42,195.58,155,25,28,
Ronaldo Rodriguez,Ode Osbourne,1.4878048780487805,2.7,0.644729178800233,0.35527082119976705,2024-09-14,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,2,0,0,3.26,0.4,0.6,1.21,0.28,2,5,15,0,5,Southpaw,170.18,185.42,125,0,1,0,2.13,0.44,1.1,1.13,0.5,1,1,5,0,1,Orthodox,167.64,165.1,125,25,32,
Irene Aldana,Norma Dumont,2.1,1.7692307692307692,0.4572564612326044,0.5427435387673957,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,4,0,3.86,0.5,0.0,1.72,0.56,4,2,27,0,7,Orthodox,170.18,170.18,135,0,1,0,5.19,0.39,0.2,0.15,0.5,3,5,39,1,8,Orthodox,175.26,172.72,135,36,33,
Manuel Torres,Ignacio Bahamondes,1.7692307692307692,2.1,0.5427435387673957,0.4572564612326044,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,7.17,0.47,0.3,0.0,0.0,3,2,18,0,5,Orthodox,190.5,190.5,155,0,4,0,7.17,0.55,1.1,2.26,0.66,4,0,4,0,4,Switch,177.8,185.42,155,29,27,
Yazmin Jauregui,Ketlen Souza,1.1869158878504673,5.0,0.8081570996978852,0.19184290030211482,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,5.11,0.66,0.8,0.76,0.5,1,1,4,0,1,Orthodox,160.02,160.02,115,0,1,0,6.64,0.39,0.0,0.0,0.0,2,1,9,0,3,Orthodox,160.02,162.56,115,25,30,
Edgar Chairez,Joshua Van,3.25,1.3597122302158273,0.2949668357393679,0.705033164260632,2024-09-14,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,1,0,0,8.39,0.53,0.0,1.62,0.63,3,1,11,0,3,Orthodox,165.1,165.1,125,0,1,0,3.45,0.45,1.5,0.0,0.0,1,2,8,0,1,Orthodox,170.18,180.34,125,28,22,
Matt Schnell,Cody Durden,3.25,1.3597122302158273,0.2949668357393679,0.705033164260632,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,2,0,1,3.35,0.5,0.9,4.36,0.5,4,4,22,0,5,Southpaw,170.18,170.18,125,2,0,0,4.39,0.39,1.0,0.56,0.4,4,6,24,0,6,Orthodox,172.72,177.8,125,34,33,
Trevor Peek,Yanal Ashmouz,2.05,1.8,0.4675324675324675,0.5324675324675325,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,2.94,0.5,0.0,4.8,0.5,1,1,4,0,1,Orthodox,175.26,175.26,155,1,0,0,4.39,0.53,0.0,1.45,0.5,2,2,12,0,3,Switch,175.26,177.8,155,29,29,
Rongzhu,Chris Padilla,1.3875968992248062,3.1,0.690792883054068,0.30920711694593195,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,5.8,0.61,1.1,3.26,0.75,1,0,1,0,1,Orthodox,175.26,187.96,155,0,3,0,5.45,0.51,0.2,1.85,0.62,3,2,16,1,4,Orthodox,175.26,182.88,155,24,28,
Isaac Dulgarian,Brendon Marotte,1.0476190476190477,12.0,0.9197080291970804,0.08029197080291971,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,0.41,0.5,0.0,0.0,0.0,0,1,1,0,0,Orthodox,175.26,177.8,145,1,0,0,3.37,0.64,2.1,5.15,0.52,1,1,4,0,1,Orthodox,170.18,180.34,145,28,28,
Felipe dos Santos,Andre Lima,2.4,1.6024096385542168,0.4003612281757977,0.5996387718242023,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Flyweight,MALE,3,0,3,0,3.03,0.55,1.1,1.13,0.66,3,0,8,0,3,Orthodox,170.18,170.18,125,0,1,0,3.87,0.37,0.3,0.0,0.0,1,1,6,0,1,Orthodox,170.18,177.8,125,23,25,
Yizha,Gabriel Santos,3.2,1.3703703703703702,0.299837925445705,0.7001620745542949,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,2,0,0,4.69,0.59,0.8,3.44,0.52,0,2,5,0,0,Orthodox,175.26,177.8,145,0,3,0,2.8,0.44,1.1,3.54,0.3,3,1,12,2,5,Orthodox,170.18,180.34,145,27,27,
Jaqueline Amorim,Vanessa Demopoulos,1.3875968992248062,3.1,0.690792883054068,0.30920711694593195,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,3.87,0.41,0.5,0.41,0.11,3,3,22,0,5,Orthodox,157.48,149.86,115,0,2,0,3.05,0.52,5.3,1.78,0.28,2,1,7,0,2,Orthodox,160.02,172.72,115,29,35,
Andre Petroski,Dylan Budka,1.3355704697986577,3.4,0.7179705215419501,0.2820294784580499,2024-09-07,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,1.07,0.43,0.4,2.02,0.38,1,1,5,0,1,Switch,182.88,190.5,185,0,1,0,2.77,0.5,1.7,3.91,0.56,5,2,19,0,6,Switch,182.88,185.42,185,33,24,
Zygimantas Ramaska,Nathan Fletcher,2.2,1.704225352112676,0.43650793650793646,0.5634920634920635,2024-09-07,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,2.25,0.7,2.4,9.63,0.66,0,0,0,0,0,Orthodox,170.18,177.8,145,0,0,0,0.96,0.6,2.4,0.0,0.0,0,0,0,0,0,Orthodox,180.34,180.34,145,27,26,
Jared Cannonier,Caio Borralho,3.6,1.3076923076923077,0.26645768025078376,0.7335423197492164,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,5,0,8,0,3.61,0.6,0.5,1.56,0.6,8,0,20,0,8,Southpaw,185.42,190.5,185,1,0,0,4.49,0.5,0.0,0.42,0.46,3,7,49,1,10,Switch,180.34,195.58,185,40,31,
Angela Hill,Tabatha Ricci,2.6,1.5208333333333335,0.3690596562184025,0.6309403437815976,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.63,0.38,0.1,2.99,0.38,4,2,19,0,5,Orthodox,154.94,154.94,115,0,2,0,5.46,0.49,0.1,0.76,0.32,3,13,73,0,12,Orthodox,160.02,162.56,115,39,29,
Robert Valentin,Ryan Loder,1.704225352112676,2.2,0.5634920634920635,0.43650793650793646,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,0,0,6.16,0.8,2.2,2.2,0.33,0,0,0,0,0,Southpaw,187.96,193.04,185,0,0,0,0.15,0.5,4.4,0.0,0.0,0,0,0,0,0,Orthodox,187.96,195.58,185,29,33,
Kaan Ofli,Mairon Santos,3.0,1.4081632653061225,0.3194444444444444,0.6805555555555556,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,0,0,4.77,0.46,0.0,0.0,0.0,0,0,0,0,0,Orthodox,170.18,182.88,145,0,0,0,1.85,0.42,0.0,0.0,0.0,0,0,0,0,0,Orthodox,170.18,167.64,145,31,24,
Neil Magny,Michael Morales,7.0,1.1111111111111112,0.136986301369863,0.863013698630137,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,5,0,5.42,0.48,0.0,1.16,0.41,5,0,13,0,5,Orthodox,182.88,200.66,170,0,1,0,3.44,0.46,0.2,2.15,0.4,7,10,87,0,22,Orthodox,190.5,203.2,170,37,25,
Edmen Shahbazyan,Gerald Meerschaert,1.3076923076923077,3.6,0.7335423197492164,0.26645768025078376,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.13,0.45,1.6,2.14,0.36,3,9,41,0,11,Southpaw,185.42,195.58,185,0,1,0,3.77,0.5,0.5,2.01,0.38,5,4,21,0,7,Orthodox,190.5,190.5,185,26,36,
Dennis Buzukja,Francis Marshall,2.8,1.4587155963302751,0.34252477380439467,0.6574752261956054,2024-08-24,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,2,0,0,3.69,0.34,0.5,2.68,0.41,2,2,9,0,2,Orthodox,175.26,182.88,145,0,1,0,4.21,0.43,0.2,0.63,0.27,1,3,13,0,2,Switch,175.26,177.8,145,26,25,
Zachary Reese,Jose Daniel Medina,1.1111111111111112,7.0,0.863013698630137,0.136986301369863,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,1.87,0.33,0.0,0.5,0.33,0,1,3,0,0,Orthodox,182.88,187.96,185,0,1,0,5.06,0.59,2.5,4.08,0.55,1,1,3,0,2,Switch,193.04,195.58,185,30,33,
Viacheslav Borshchev,James Llontop,1.3875968992248062,3.1,0.690792883054068,0.30920711694593195,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,5.38,0.43,0.0,0.0,0.0,1,1,4,0,1,Orthodox,182.88,185.42,155,1,0,1,5.4,0.53,0.0,0.0,0.0,2,3,16,0,3,Orthodox,180.34,175.26,155,32,25,
Jacqueline Cavalcanti,Josiane Nunes,1.3448275862068966,3.35,0.7135512302607419,0.28644876973925815,2024-08-24,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,5.41,0.42,0.0,0.0,0.0,3,1,10,0,3,Southpaw,157.48,170.18,135,0,1,0,6.02,0.49,0.0,0.0,0.0,1,0,3,0,1,Orthodox,172.72,177.8,135,26,30,
Dricus Du Plessis,Israel Adesanya,1.8333333333333335,2.0,0.5217391304347826,0.4782608695652174,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,True,Middleweight,MALE,5,1,0,0,4.0,0.48,0.1,0.05,0.12,9,3,60,11,13,Switch,193.04,203.2,185,0,7,0,6.18,0.49,0.9,3.04,0.5,7,0,18,1,7,Switch,185.42,193.04,185,30,35,
Kai Kara-France,Steve Erceg,3.2,1.3355704697986577,0.29446581828943474,0.7055341817105653,2024-08-17,"Perth, Western Australia, Australia",Australia,Red,False,Flyweight,MALE,3,1,0,0,4.37,0.48,0.5,1.16,0.26,3,1,13,1,3,Orthodox,172.72,172.72,125,2,0,0,4.56,0.39,0.0,0.61,0.33,3,4,30,1,7,Orthodox,162.56,175.26,125,31,29,
Mateusz Gamrot,Dan Hooker,1.2247191011235956,4.1,0.769993669550538,0.23000633044946192,2024-08-17,"Perth, Western Australia, Australia",Australia,Blue,False,Lightweight,MALE,3,0,2,0,5.03,0.48,0.3,0.73,0.34,4,8,48,0,13,Switch,182.88,190.5,155,0,3,0,3.23,0.5,0.1,5.25,0.35,4,2,24,0,7,Southpaw,177.8,177.8,155,33,34,
